Variable_name	Variable_value
x459	0.0
x460	0.0
x461	0.0
x462	0.0
x463	0.0
x464	0.0
x465	0.0
x466	0.0
x467	0.0
x468	0.0
x469	0.0
x470	0.0
x471	0.0
x472	0.0
x473	0.0
x474	0.0
x475	0.0
x476	0.0
x477	0.0
x478	0.0
x479	0.0
x480	0.0
x481	0.0
x482	0.0
x483	0.0
x484	0.0
x485	0.0
x486	0.0
x487	0.0
x488	0.0
x489	0.0
x490	0.0
x491	0.0
x492	0.0
x493	0.0
x494	0.0
x495	0.0
x496	0.0
x497	0.0
x498	0.0
x499	0.0
x500	0.0
x501	0.0
x502	0.008451111067318185
x503	0.023901439315760376
x504	0.0647955198770858
x505	0.08913412508320866
x506	0.018440770325821792
x507	0.004139614539553424
x508	0.02920812941337097
x509	0.014171192671971205
x510	0.009170825875041854
x511	0.0053186526177809775
x512	0.02824796783953512
x513	0.007312835935217683
x514	0.057055416212767086
x515	0.02578604603931131
x516	0.00756290942254261
x517	0.019303340126418055
x518	0.006368915299407723
x519	0.00024460961242677625
x520	0.0015288375188888138
x521	0.007511180915771517
x522	0.005227196469048322
x523	0.011551361710695953
x524	0.19098820336460298
x525	0.5492915023373982
x526	0.00389192205998187
x527	0.013585015984999112
x528	0.0061987795386840416
x529	0.04514236060711467
x530	0.005385003180858832
x531	0.022064254121525483
x532	0.005626597946399436
x533	0.0869296277583118
x534	0.016598975088391005
x535	0.005271572348934259
x536	0.36143002913549943
x537	0.023784605393496666
x538	0.001789769644680389
x539	0.001414136641108752
x540	0.00787463586144791
x541	0.004771826444018925
x542	0.010214208099962352
x543	0.04380165589796624
x544	0.021843391702706747
x545	0.01971050479984548
x546	0.04115765833707587
x547	0.22359481118567848
x548	0.015821446175229254
x549	0.020473313557118757
x550	0.042439920167782835
x551	0.15003956926561735
x552	0.01300783786378166
x553	0.07548037014488233
x554	0.020347282152014586
x555	0.03885149764140936
x556	0.07034009381745614
x557	0.0124762121096462
x558	0.06411749239224349
x559	0.0003316038666493403
x560	0.3750617526373884
x561	0.011850690778154826
x562	0.11777163782502752
x563	0.041003157285984845
x564	0.00836066977442006
x565	0.002226585380010839
x566	0.06679647962772702
x567	0.051595594811038904
x568	0.009203456394647588
x569	0.010646416331504904
x570	0.19365745916871763
x571	0.03933010526880075
x572	0.179583733263012
x573	0.01575534031275153
x574	0.028115096229289753
x575	0.03934885938055641
x576	0.005471666381413
x577	0.04354019709641721
x578	0.26278252598588653
x579	0.24767136605869
x580	0.024474431885938074
x581	0.16279892011828684
x582	0.0
x583	0.0
x584	0.0
x585	0.0
x586	0.0
x587	0.0
x588	0.0
x589	0.0
x590	0.0
x591	0.0
x592	0.0
x593	0.0
x594	0.0
x595	0.0
x596	0.0
x597	0.0
x598	0.0
x599	0.0
x600	0.0
x601	0.0
x602	0.0
x603	0.0
x604	0.0
x605	0.0
x606	0.0
x607	0.0
x608	0.0
x609	0.0
x610	0.0
x611	0.0
x612	0.0
x613	0.0
x614	0.0
x615	0.0
x616	0.0
x617	0.0
x618	0.0
x619	0.0
x620	0.0
x621	0.0
x622	0.010178959929477921
x623	0.01886853334731714
x624	0.020035227891381756
x625	0.02010947966297368
x626	0.016202577319127453
x627	0.010391162845129552
x628	0.14792559562649624
x629	0.014819341850671042
x630	0.12104793348317765
x631	0.024079159999365177
x632	0.13833087922102288
x633	0.038570329253982294
x634	0.01937797826301135
x635	0.01857478767518204
x636	0.04154967105630656
x637	0.14514132415575948
x638	0.01909746828845333
x639	0.8488106154375796
x640	0.004755600414992796
x641	0.3255912183033754
x642	0.020288341331522457
x643	0.012980024021767211
x644	0.017437952155404435
x645	0.00466743631421341
x646	0.006518847536708919
x647	0.0145629391004806
x648	0.009464278844182156
x649	0.02342548186032021
x650	0.016301093599082304
x651	0.017397517092740438
x652	0.02068606945268284
x653	0.01884090633443898
x654	0.015859288396576757
x655	0.007742675334843497
x656	0.011701487467937095
x657	0.018755782274829297
x658	0.004110979019148693
x659	0.0035239803882390116
x660	0.19037034150359963
x661	0.02014610500123079
x662	0.0
x663	0.0
x664	0.0
x665	0.0
x666	0.0
x667	0.0
x668	0.0
x669	0.0
x670	0.0
x671	0.0
x672	0.0
x673	0.0
x674	0.0
x675	0.0
x676	0.0
x677	0.0
x678	0.0
x679	0.0
x680	0.0
x681	0.0
x682	0.0
x683	0.0
x684	0.0
x685	0.0
x686	0.0
x687	0.0
x688	0.0
x689	0.0
x690	0.0
x691	0.0
x692	0.0
x693	0.0
x694	0.0
x695	0.0
x696	0.0
x697	0.0
x698	0.0
x699	0.0
x700	0.0
x701	0.0
x702	0.0
x703	0.0
x704	0.0
x705	0.0
x706	0.0
x707	0.0
x708	0.0
x709	0.0
x710	0.0
x711	0.0
x712	0.0
x713	0.0
x714	0.0
x715	0.0
x716	0.0
x717	0.0
x718	0.0
x719	0.0
x720	0.0
x721	0.0
x722	0.0
x723	0.0
x724	0.0
x725	0.0
x726	0.0
x727	0.0
x728	0.0
x729	0.0
x730	0.0
x731	0.0
x732	0.0
x733	0.0
x734	0.0
x735	0.0
x736	0.0
x737	0.0
x738	0.0
x739	0.0
x740	0.0
x741	0.0
x742	0.0
x743	0.0
x744	0.0
x745	0.0
x746	0.0
x747	0.0
x748	0.0
x749	0.0
x750	0.0
x751	0.0
x752	0.0
x753	0.0
x754	0.0
x755	0.0
x756	0.0
x757	0.0
x758	0.0
x759	0.0
x760	0.0
x761	0.0
x762	0.0
x763	0.0
x764	0.0
x765	0.0
x766	0.0
x767	0.0
x768	0.0
x769	0.0
x770	0.0
x771	0.0
x772	0.0
x773	0.0
x774	0.0
x775	0.0
x776	0.0
x777	0.0
x778	0.0
x779	0.0
x780	0.0
x781	0.0
x782	0.017331372840238654
x783	0.07933321411830754
x784	0.034399944297280875
x785	0.029131473640039696
x786	0.09407118985952893
x787	0.061856489236259006
x788	0.015296453085441067
x789	0.04031821384548663
x790	0.028131786785429682
x791	0.053715320919531774
x792	0.013524197886747885
x793	0.05396838373674428
x794	0.03282873250757913
x795	0.07431142282321572
x796	0.05175863946772163
x797	0.013129562963024612
x798	0.09073343894348398
x799	0.000297019861636835
x800	0.03932762650967139
x801	0.009808122290716315
x802	0.0728316265661338
x803	0.12910543328768675
x804	0.010879178658022008
x805	0.002722080027477955
x806	0.23320104149940438
x807	0.1190369452987311
x808	0.01508258837668215
x809	0.014238947076302156
x810	0.05371641047446546
x811	0.08224054902090641
x812	0.049601252626508475
x813	0.023581588228905714
x814	0.06291141839379609
x815	0.2363536851050574
x816	0.006557229946226887
x817	0.07966039637613467
x818	0.09001377811407052
x819	0.10721029336682218
x820	0.01898779183557821
x821	0.05658219068026675
x822	0.0
x823	0.0
x824	0.0
x825	0.0
x826	0.0
x827	0.0
x828	0.0
x829	0.0
x830	0.0
x831	0.0
x832	0.0
x833	0.0
x834	0.0
x835	0.0
x836	0.0
x837	0.0
x838	0.0
x839	0.0
x840	0.0
x841	0.0
x842	0.0
x843	0.0
x844	0.0
x845	0.0
x846	0.0
x847	0.0
x848	0.0
x849	0.0
x850	0.0
x851	0.0
x852	0.0
x853	0.0
x854	0.0
x855	0.0
x856	0.0
x857	0.0
x858	0.0
x859	0.0
x860	0.0
x861	0.0
x862	0.0
x863	0.0
x864	0.0
x865	0.0
x866	0.0
x867	0.0
x868	0.0
x869	0.0
x870	0.0
x871	0.0
x872	0.0
x873	0.0
x874	0.0
x875	0.0
x876	0.0
x877	0.0
x878	0.0
x879	0.0
x880	0.0
x881	0.0
x882	0.0
x883	0.0
x884	0.0
x885	0.0
x886	0.0
x887	0.0
x888	0.0
x889	0.0
x890	0.0
x891	0.0
x892	0.0
x893	0.0
x894	0.0
x895	0.0
x896	0.0
x897	0.0
x898	0.0
x899	0.0
x900	0.0
x901	0.0
x902	0.0
x903	0.0
x904	0.0
x905	0.0
x906	0.0
x907	0.0
x908	0.0
x909	0.0
x910	0.0
x911	0.0
x912	0.0
x913	0.0
x914	0.0
x915	0.0
x916	0.0
x917	0.0
x918	0.0
x919	0.0
x920	0.0
x921	0.0
x922	0.0
x923	0.0
x924	0.0
x925	0.0
x926	0.0
x927	0.0
x928	0.0
x929	0.0
x930	0.0
x931	0.0
x932	0.0
x933	0.0
x934	0.0
x935	0.0
x936	0.0
x937	0.0
x938	0.0
x939	0.0
x940	0.0
x941	0.0
x942	0.0
x943	0.0
x944	0.0
x945	0.0
x946	0.0
x947	0.0
x948	0.0
x949	0.0
x950	0.0
x951	0.0
x952	0.0
x953	0.0
x954	0.0
x955	0.0
x956	0.0
x957	0.0
x958	0.0
x959	0.0
x960	0.0
x961	0.0
x962	0.0
x963	0.0
x964	0.0
x965	0.0
x966	0.0
x967	0.0
x968	0.0
x969	0.0
x970	0.0
x971	0.0
x972	0.0
x973	0.0
x974	0.0
x975	0.0
x976	0.0
x977	0.0
x978	0.0
x979	0.0
x980	0.0
x981	0.0
x982	0.0
x983	0.0
x984	0.0
x985	0.0
x986	0.0
x987	0.0
x988	0.0
x989	0.0
x990	0.0
x991	0.0
x992	0.0
x993	0.0
x994	0.0
x995	0.0
x996	0.0
x997	0.0
x998	0.0
x999	0.0
x1000	0.0
x1001	0.0
x1002	0.0
x1003	0.0
x1004	0.0
x1005	0.0
x1006	0.0
x1007	0.0
x1008	0.0
x1009	0.0
x1010	0.0
x1011	0.0
x1012	0.0
x1013	0.0
x1014	0.0
x1015	0.0
x1016	0.0
x1017	0.0
x1018	0.0
x1019	0.0
x1020	0.0
x1021	0.0
x1022	0.0
x1023	0.0
x1024	0.0
x1025	0.0
x1026	0.0
x1027	0.0
x1028	0.0
x1029	0.0
x1030	0.0
x1031	0.0
x1032	0.0
x1033	0.0
x1034	0.0
x1035	0.0
x1036	0.0
x1037	0.0
x1038	0.0
x1039	0.0
x1040	0.0
x1041	0.0
x1042	0.0
x1043	0.0
x1044	0.0
x1045	0.0
x1046	0.0
x1047	0.0
x1048	0.0
x1049	0.0
x1050	0.0
x1051	0.0
x1052	0.0
x1053	0.0
x1054	0.0
x1055	0.0
x1056	0.0
x1057	0.0
x1058	0.0
x1059	0.0
x1060	0.0
x1061	0.0
x1062	0.0
x1063	0.0
x1064	0.0
x1065	0.0
x1066	0.0
x1067	0.0
x1068	0.0
x1069	0.0
x1070	0.0
x1071	0.0
x1072	0.0
x1073	0.0
x1074	0.0
x1075	0.0
x1076	0.0
x1077	0.0
x1078	0.0
x1079	0.0
x1080	0.0
x1081	0.0
x1082	0.0
x1083	0.0
x1084	0.0
x1085	0.0
x1086	0.0
x1087	0.0
x1088	0.0
x1089	0.0
x1090	0.0
x1091	0.0
x1092	0.0
x1093	0.0
x1094	0.0
x1095	0.0
x1096	0.0
x1097	0.0
x1098	0.0
x1099	0.0
x1100	0.0
x1101	0.0
x1102	0.5744652186398904
x1103	0.21708634659301468
x1104	0.270637194094877
x1105	0.24856516956108518
x1106	0.22733009031342813
x1107	0.11215534165064973
x1108	0.19502301954564125
x1109	0.4153435264300024
x1110	0.1825812969376864
x1111	0.15278123040479058
x1112	0.22965460275708038
x1113	0.2110437098401881
x1114	0.29810153451520244
x1115	0.23342126337394195
x1116	0.21647533290581655
x1117	0.25380810012796245
x1118	0.22756669601004123
x1119	0.027606867843041283
x1120	0.08120400541051995
x1121	0.13483008892123866
x1122	0.17221142900759143
x1123	0.2167880297098043
x1124	0.2351852006575742
x1125	0.09117908813594583
x1126	0.11551627323676103
x1127	0.19060427816725692
x1128	0.605237325260389
x1129	0.41197030864693024
x1130	0.12710839208056596
x1131	0.2344656235368842
x1132	0.13467623446301
x1133	0.28881626219370027
x1134	0.3267322764607691
x1135	0.15487427319837835
x1136	0.13568865015157447
x1137	0.2179210569412391
x1138	0.08093128537636983
x1139	0.07793613886521
x1140	0.1807071063665812
x1141	0.1476310316032063
x1142	0.0
x1143	0.0
x1144	0.0
x1145	0.0
x1146	0.0
x1147	0.0
x1148	0.0
x1149	0.0
x1150	0.0
x1151	0.0
x1152	0.0
x1153	0.0
x1154	0.0
x1155	0.0
x1156	0.0
x1157	0.0
x1158	0.0
x1159	0.0
x1160	0.0
x1161	0.0
x1162	0.0
x1163	0.0
x1164	0.0
x1165	0.0
x1166	0.0
x1167	0.0
x1168	0.0
x1169	0.0
x1170	0.0
x1171	0.0
x1172	0.0
x1173	0.0
x1174	0.0
x1175	0.0
x1176	0.0
x1177	0.0
x1178	0.0
x1179	0.0
x1180	0.0
x1181	0.0
x1182	0.0
x1183	0.0
x1184	0.0
x1185	0.0
x1186	0.0
x1187	0.0
x1188	0.0
x1189	0.0
x1190	0.0
x1191	0.0
x1192	0.0
x1193	0.0
x1194	0.0
x1195	0.0
x1196	0.0
x1197	0.0
x1198	0.0
x1199	0.0
x1200	0.0
x1201	0.0
x1202	0.0
x1203	0.0
x1204	0.0
x1205	0.0
x1206	0.0
x1207	0.0
x1208	0.0
x1209	0.0
x1210	0.0
x1211	0.0
x1212	0.0
x1213	0.0
x1214	0.0
x1215	0.0
x1216	0.0
x1217	0.0
x1218	0.0
x1219	0.0
x1220	0.0
x1221	0.0
x1222	0.0
x1223	0.0
x1224	0.0
x1225	0.0
x1226	0.0
x1227	0.0
x1228	0.0
x1229	0.0
x1230	0.0
x1231	0.0
x1232	0.0
x1233	0.0
x1234	0.0
x1235	0.0
x1236	0.0
x1237	0.0
x1238	0.0
x1239	0.0
x1240	0.0
x1241	0.0
x1242	0.0
x1243	0.0
x1244	0.0
x1245	0.0
x1246	0.0
x1247	0.0
x1248	0.0
x1249	0.0
x1250	0.0
x1251	0.0
x1252	0.0
x1253	0.0
x1254	0.0
x1255	0.0
x1256	0.0
x1257	0.0
x1258	0.0
x1259	0.0
x1260	0.0
x1261	0.0
x1262	0.0
x1263	0.0
x1264	0.0
x1265	0.0
x1266	0.0
x1267	0.0
x1268	0.0
x1269	0.0
x1270	0.0
x1271	0.0
x1272	0.0
x1273	0.0
x1274	0.0
x1275	0.0
x1276	0.0
x1277	0.0
x1278	0.0
x1279	0.0
x1280	0.0
x1281	0.0
x1282	0.0
x1283	0.0
x1284	0.0
x1285	0.0
x1286	0.0
x1287	0.0
x1288	0.0
x1289	0.0
x1290	0.0
x1291	0.0
x1292	0.0
x1293	0.0
x1294	0.0
x1295	0.0
x1296	0.0
x1297	0.0
x1298	0.0
x1299	0.0
x1300	0.0
x1301	0.0
x1302	0.091929921296434
x1303	0.15460090172798946
x1304	0.25454964034143984
x1305	0.29855338662037245
x1306	0.13579679576149803
x1307	0.06433983184508492
x1308	0.1709038584656902
x1309	0.11904281579619622
x1310	0.09576442598057389
x1311	0.07292908899891705
x1312	0.16807131573188755
x1313	0.08551511763916685
x1314	0.23886275488144731
x1315	0.16058033970504648
x1316	0.08696498623768324
x1317	0.13893645828437282
x1318	0.07980548036641144
x1319	0.01563986951477168
x1320	0.03910034482349924
x1321	0.08666706584838937
x1322	0.0722993490221205
x1323	0.10747725850202954
x1324	0.4370219702494639
x1325	0.7411420250197399
x1326	0.06238526642514058
x1327	0.11655477429284124
x1328	0.07873232420067024
x1329	0.21246731472504787
x1330	0.07338257699945386
x1331	0.14854041049121777
x1332	0.07501064835927286
x1333	0.2948383068909687
x1334	0.12883700727981426
x1335	0.072605590278855
x1336	0.6011905090346585
x1337	0.15422258228410335
x1338	0.04230566220811878
x1339	0.03760500026953157
x1340	0.08873914153059133
x1341	0.06907840360140441
x1342	0.10106536224789243
x1343	0.20928845017768533
x1344	0.1477950984874481
x1345	0.14039410332910823
x1346	0.20287350184094033
x1347	0.47285812915687336
x1348	0.12578332801452508
x1349	0.14308498469038883
x1350	0.2060095131119126
x1351	0.3873494139104963
x1352	0.11405190592408294
x1353	0.2747369098256865
x1354	0.14264389772288033
x1355	0.19710783117556555
x1356	0.26521706823122315
x1357	0.11169696262685229
x1358	0.2532143195356051
x1359	0.01820992279518483
x1360	0.6124228535963081
x1361	0.1088608751465403
x1362	0.34317872464117877
x1363	0.20249236180402605
x1364	0.09143669482451323
x1365	0.047186701706497025
x1366	0.25845014765943797
x1367	0.22714663592188095
x1368	0.09593464268742917
x1369	0.10318146967662517
x1370	0.4400652886535509
x1371	0.19831819055702632
x1372	0.4237732087245036
x1373	0.1255202760961639
x1374	0.1676755663576505
x1375	0.19836546726635537
x1376	0.07397070912325461
x1377	0.20866287779929407
x1378	0.512623180117607
x1379	0.4976659163051196
x1380	0.15644306050153348
x1381	0.4034834807090989
x1382	0.0
x1383	0.0
x1384	0.0
x1385	0.0
x1386	0.0
x1387	0.0
x1388	0.0
x1389	0.0
x1390	0.0
x1391	0.0
x1392	0.0
x1393	0.0
x1394	0.0
x1395	0.0
x1396	0.0
x1397	0.0
x1398	0.0
x1399	0.0
x1400	0.0
x1401	0.0
x1402	0.0
x1403	0.0
x1404	0.0
x1405	0.0
x1406	0.0
x1407	0.0
x1408	0.0
x1409	0.0
x1410	0.0
x1411	0.0
x1412	0.0
x1413	0.0
x1414	0.0
x1415	0.0
x1416	0.0
x1417	0.0
x1418	0.0
x1419	0.0
x1420	0.0
x1421	0.0
x1422	0.1008908285015675
x1423	0.13736277822512047
x1424	0.1415458488495496
x1425	0.14180789509955743
x1426	0.12728934259171476
x1427	0.10193705026984734
x1428	0.38461096588720584
x1429	0.12173471636051089
x1430	0.34791943455401664
x1431	0.15517460897230417
x1432	0.37192859336735834
x1433	0.19639330067614327
x1434	0.13920480476584657
x1435	0.13628935078233326
x1436	0.20383736253980736
x1437	0.38097417676844425
x1438	0.13819358729152006
x1439	0.9213091611443787
x1440	0.06896085679047087
x1441	0.5706060086323865
x1442	0.14243714612027725
x1443	0.11392990563614863
x1444	0.13205283601773096
x1445	0.06831863380611768
x1446	0.08073937646574916
x1447	0.12067700080321846
x1448	0.09728452143665117
x1449	0.15305385047916964
x1450	0.12767573368109986
x1451	0.13189964565804774
x1452	0.14382652329140502
x1453	0.13726217878158017
x1454	0.12593366411319745
x1455	0.0879924695481001
x1456	0.10817341064304588
x1457	0.13695174977756344
x1458	0.06411691181397264
x1459	0.05936311752849345
x1460	0.43631449735769956
x1461	0.14193697287537135
x1462	0.0
x1463	0.0
x1464	0.0
x1465	0.0
x1466	0.0
x1467	0.0
x1468	0.0
x1469	0.0
x1470	0.0
x1471	0.0
x1472	0.0
x1473	0.0
x1474	0.0
x1475	0.0
x1476	0.0
x1477	0.0
x1478	0.0
x1479	0.0
x1480	0.0
x1481	0.0
x1482	0.0
x1483	0.0
x1484	0.0
x1485	0.0
x1486	0.0
x1487	0.0
x1488	0.0
x1489	0.0
x1490	0.0
x1491	0.0
x1492	0.0
x1493	0.0
x1494	0.0
x1495	0.0
x1496	0.0
x1497	0.0
x1498	0.0
x1499	0.0
x1500	0.0
x1501	0.0
x1502	0.0
x1503	0.0
x1504	0.0
x1505	0.0
x1506	0.0
x1507	0.0
x1508	0.0
x1509	0.0
x1510	0.0
x1511	0.0
x1512	0.0
x1513	0.0
x1514	0.0
x1515	0.0
x1516	0.0
x1517	0.0
x1518	0.0
x1519	0.0
x1520	0.0
x1521	0.0
x1522	0.0
x1523	0.0
x1524	0.0
x1525	0.0
x1526	0.0
x1527	0.0
x1528	0.0
x1529	0.0
x1530	0.0
x1531	0.0
x1532	0.0
x1533	0.0
x1534	0.0
x1535	0.0
x1536	0.0
x1537	0.0
x1538	0.0
x1539	0.0
x1540	0.0
x1541	0.0
x1542	0.0
x1543	0.0
x1544	0.0
x1545	0.0
x1546	0.0
x1547	0.0
x1548	0.0
x1549	0.0
x1550	0.0
x1551	0.0
x1552	0.0
x1553	0.0
x1554	0.0
x1555	0.0
x1556	0.0
x1557	0.0
x1558	0.0
x1559	0.0
x1560	0.0
x1561	0.0
x1562	0.0
x1563	0.0
x1564	0.0
x1565	0.0
x1566	0.0
x1567	0.0
x1568	0.0
x1569	0.0
x1570	0.0
x1571	0.0
x1572	0.0
x1573	0.0
x1574	0.0
x1575	0.0
x1576	0.0
x1577	0.0
x1578	0.0
x1579	0.0
x1580	0.0
x1581	0.0
x1582	0.1316486693195834
x1583	0.2816615232958199
x1584	0.18547221823126356
x1585	0.17067944540873137
x1586	0.3067102694752136
x1587	0.2487096470762354
x1588	0.12367882809177341
x1589	0.20079395672873618
x1590	0.16772532940108315
x1591	0.23176565771619057
x1592	0.11629358221786253
x1593	0.2323109620249716
x1594	0.18118700812430158
x1595	0.27260121501348655
x1596	0.22750525008541822
x1597	0.11458430219300006
x1598	0.30121991679711796
x1599	0.017234178702994107
x1600	0.1983119393850128
x1601	0.09903596145168868
x1602	0.26987335120810696
x1603	0.3593124443421706
x1604	0.1043032982607011
x1605	0.05217355133796933
x1606	0.48290893621310205
x1607	0.34501731080716774
x1608	0.12281118641857237
x1609	0.11932705646910811
x1610	0.23176800858467517
x1611	0.28677612979413025
x1612	0.2227133851649067
x1613	0.1535629760377394
x1614	0.25082148579285213
x1615	0.48616219970732644
x1616	0.08097672107313272
x1617	0.28224173318710777
x1618	0.30002296048841093
x1619	0.3274298270333503
x1620	0.13779619424348138
x1621	0.23787011121124613
